,Income,enrolled_months,education_ordinary_domain,marital_status_ordinary_domain,age,Kidhome,Teenhome,children_number,Recency,MntWines,wines_perc,MntFruits,fruits_perc,MntMeatProducts,meat_perc,MntFishProducts,fish_perc,MntSweetProducts,sweet_perc,MntGoldProds,total_spent,NumDealsPurchases,NumWebPurchases,web_perc,NumCatalogPurchases,catalog_perc,NumStorePurchases,store_perc,total_purchases,spent_per_purchase,NumWebVisitsMonth,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,total_campaigns,Response
605,54162.0,83,2,4,42,1,1,2,31,5,15.62,6,18.75,10,31.25,6,18.75,5,15.62,10,32,1,1,25.0,0,0.0,3,75.0,4,8.0,4,0,0,0,0,0,0,0,0
606,30522.0,90,3,1,60,0,1,1,6,179,59.67,8,2.67,83,27.67,19,6.33,11,3.67,26,300,5,1,8.33,2,16.67,9,75.0,12,25.0,2,0,0,0,0,0,0,0,0
607,54456.0,79,4,1,59,0,1,1,23,352,90.49,0,0.0,27,6.94,10,2.57,0,0.0,15,389,3,6,42.86,1,7.14,7,50.0,14,27.79,6,0,0,0,0,0,0,0,0
608,31632.0,79,2,3,49,0,0,0,92,17,26.98,8,12.7,12,19.05,11,17.46,15,23.81,32,63,1,2,40.0,1,20.0,2,40.0,5,12.6,7,0,0,0,0,0,0,0,0
609,72298.0,71,2,4,71,0,0,0,52,625,69.14,35,3.87,169,18.69,58,6.42,17,1.88,35,904,1,4,30.77,3,23.08,6,46.15,13,69.54,1,0,0,0,0,1,1,2,0
610,36975.0,74,1,3,42,1,0,1,50,10,32.26,6,19.35,11,35.48,0,0.0,4,12.9,2,31,1,1,25.0,0,0.0,3,75.0,4,7.75,7,0,0,0,0,0,0,0,0
611,72635.0,80,1,1,65,0,0,0,54,390,44.62,22,2.52,323,36.96,104,11.9,35,4.0,107,874,1,6,30.0,8,40.0,6,30.0,20,43.7,3,0,1,0,0,0,0,1,0
612,13624.0,85,2,1,44,1,0,1,93,10,33.33,2,6.67,15,50.0,2,6.67,1,3.33,6,30,2,2,40.0,0,0.0,3,60.0,5,6.0,6,0,0,0,0,0,0,0,0
613,84196.0,80,2,3,45,0,1,1,56,215,20.53,63,6.02,507,48.42,231,22.06,31,2.96,190,1047,1,8,42.11,4,21.05,7,36.84,19,55.11,3,0,0,0,0,0,0,0,0
614,70971.0,89,2,0,60,0,1,1,28,1001,55.37,17,0.94,572,31.64,93,5.14,125,6.91,17,1808,7,11,40.74,11,40.74,5,18.52,27,66.96,7,0,0,0,0,0,0,0,1
615,34487.0,89,4,2,43,1,1,2,94,19,20.0,18,18.95,33,34.74,24,25.26,1,1.05,8,95,3,3,50.0,0,0.0,3,50.0,6,15.83,9,0,0,0,0,0,0,0,0
616,28769.0,86,2,3,43,1,0,1,76,41,21.81,5,2.66,129,68.62,10,5.32,3,1.6,3,188,3,4,44.44,1,11.11,4,44.44,9,20.89,9,0,0,0,0,0,0,0,0
617,69084.0,75,4,1,50,1,0,1,43,1181,75.9,107,6.88,199,12.79,39,2.51,30,1.93,30,1556,2,7,30.43,3,13.04,13,56.52,23,67.65,8,0,0,0,0,0,0,0,0
618,65488.0,68,4,0,62,0,0,0,46,603,66.34,45,4.95,207,22.77,36,3.96,18,1.98,54,909,1,3,23.08,4,30.77,6,46.15,13,69.92,1,0,0,0,0,0,0,0,0
619,62466.0,73,1,1,50,0,1,1,13,129,16.0,129,16.0,259,32.13,168,20.84,121,15.01,83,806,5,6,28.57,3,14.29,12,57.14,21,38.38,4,0,0,0,0,0,0,0,0
620,32218.0,72,1,3,60,0,0,0,27,10,15.87,24,38.1,15,23.81,13,20.63,1,1.59,30,63,1,2,33.33,1,16.67,3,50.0,6,10.5,7,0,0,0,1,0,0,1,1
621,83917.0,82,2,3,47,0,0,0,12,514,34.08,22,1.46,732,48.54,42,2.79,198,13.13,79,1508,1,6,30.0,7,35.0,7,35.0,20,75.4,3,0,0,0,0,0,0,0,1
622,46102.0,71,2,2,58,2,1,3,3,14,93.33,0,0.0,1,6.67,0,0.0,0,0.0,1,15,1,1,33.33,0,0.0,2,66.67,3,5.0,7,0,0,0,0,0,0,0,0
623,84574.0,80,2,3,68,0,0,0,72,387,31.93,20,1.65,713,58.83,38,3.14,54,4.46,163,1212,1,9,29.03,11,35.48,11,35.48,31,39.1,5,0,0,0,0,0,0,0,0
624,56181.0,85,2,1,58,0,1,1,6,121,35.07,103,29.86,69,20.0,8,2.32,44,12.75,48,345,1,4,30.77,2,15.38,7,53.85,13,26.54,4,0,0,0,0,0,0,0,0
625,63120.0,89,3,2,70,0,1,1,53,965,68.54,69,4.9,279,19.82,54,3.84,41,2.91,69,1408,5,8,38.1,4,19.05,9,42.86,21,67.05,7,0,0,0,0,0,0,0,1
626,73691.0,75,2,1,49,0,1,1,58,707,63.92,21,1.9,250,22.6,85,7.69,43,3.89,73,1106,2,6,37.5,2,12.5,8,50.0,16,69.12,2,0,0,0,1,0,0,1,0
627,63381.0,88,2,0,60,0,1,1,78,571,67.49,50,5.91,142,16.78,33,3.9,50,5.91,159,846,4,4,18.18,5,22.73,13,59.09,22,38.45,2,0,0,0,0,0,0,0,0
628,76140.0,69,4,0,72,0,0,0,57,586,44.33,66,4.99,653,49.39,17,1.29,0,0.0,26,1322,1,5,25.0,9,45.0,6,30.0,20,66.1,2,0,0,0,0,0,0,0,0
629,62859.0,86,4,2,61,0,1,1,37,1063,82.92,89,6.94,102,7.96,16,1.25,12,0.94,25,1282,4,9,47.37,4,21.05,6,31.58,19,67.47,6,0,0,0,0,0,0,0,0
630,45906.0,81,2,3,56,0,1,1,20,305,89.18,3,0.88,27,7.89,4,1.17,3,0.88,144,342,2,5,38.46,4,30.77,4,30.77,13,26.31,5,0,0,0,1,0,0,1,0
631,77632.0,83,3,0,73,0,0,0,73,1200,57.01,105,4.99,758,36.01,0,0.0,42,2.0,147,2105,1,4,33.33,2,16.67,6,50.0,12,175.42,2,0,0,0,0,1,1,2,1
632,46463.0,78,4,1,49,1,1,2,56,163,72.77,2,0.89,40,17.86,8,3.57,11,4.91,11,224,7,3,30.0,1,10.0,6,60.0,10,22.4,6,0,0,0,0,0,0,0,0
633,105471.0,85,2,0,50,0,0,0,36,1009,66.51,181,11.93,104,6.86,202,13.32,21,1.38,207,1517,0,9,30.0,8,26.67,13,43.33,30,50.57,3,0,1,0,0,0,1,2,1
634,55282.0,74,3,2,50,1,0,1,9,125,57.87,6,2.78,73,33.8,8,3.7,4,1.85,19,216,1,3,30.0,1,10.0,6,60.0,10,21.6,4,0,0,0,0,0,0,0,0
635,78710.0,69,3,1,43,0,1,1,42,721,69.19,0,0.0,152,14.59,119,11.42,50,4.8,50,1042,3,7,28.0,6,24.0,12,48.0,25,41.68,4,0,0,0,0,0,0,0,0
636,66886.0,77,2,0,62,0,1,1,28,315,69.54,4,0.88,62,13.69,41,9.05,31,6.84,146,453,2,7,46.67,1,6.67,7,46.67,15,30.2,5,0,0,0,0,0,0,0,0
637,98777.0,72,3,3,60,0,0,0,23,1000,50.76,19,0.96,711,36.09,125,6.35,115,5.84,38,1970,0,4,21.05,6,31.58,9,47.37,19,103.68,1,0,0,0,0,1,0,1,0
638,29103.0,90,2,0,35,1,0,1,38,16,38.1,0,0.0,17,40.48,6,14.29,3,7.14,6,42,2,1,25.0,0,0.0,3,75.0,4,10.5,9,0,0,0,0,0,0,0,0
639,67445.0,90,2,1,46,0,1,1,63,757,65.09,80,6.88,217,18.66,29,2.49,80,6.88,11,1163,5,9,33.33,6,22.22,12,44.44,27,43.07,6,0,0,0,0,0,0,0,0
640,50616.0,70,4,0,70,0,1,1,71,30,51.72,2,3.45,25,43.1,0,0.0,1,1.72,9,58,1,1,16.67,1,16.67,4,66.67,6,9.67,2,0,0,0,0,0,0,0,0
641,49431.0,90,2,2,65,0,1,1,9,219,62.93,3,0.86,100,28.74,26,7.47,0,0.0,17,348,2,7,53.85,1,7.69,5,38.46,13,26.77,8,0,0,0,0,0,0,0,0
642,153924.0,72,2,2,45,0,0,0,81,1,20.0,1,20.0,1,20.0,1,20.0,1,20.0,1,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
643,61278.0,73,2,0,67,0,1,1,87,111,74.0,3,2.0,28,18.67,2,1.33,6,4.0,15,150,2,3,37.5,1,12.5,4,50.0,8,18.75,6,0,0,0,0,0,0,0,0
644,26490.0,89,1,0,62,0,0,0,92,45,24.32,47,25.41,52,28.11,21,11.35,20,10.81,25,185,2,3,33.33,1,11.11,5,55.56,9,20.56,6,0,0,0,0,0,0,0,0
645,73059.0,78,4,0,73,0,1,1,36,410,40.04,112,10.94,420,41.02,0,0.0,82,8.01,71,1024,1,9,36.0,3,12.0,13,52.0,25,40.96,4,0,0,0,0,0,0,0,0
646,46734.0,76,4,3,54,1,2,3,86,100,68.03,1,0.68,39,26.53,6,4.08,1,0.68,76,147,4,3,37.5,2,25.0,3,37.5,8,18.38,6,0,0,0,1,0,0,1,0
647,56253.0,86,2,0,57,0,1,1,83,509,85.98,0,0.0,65,10.98,7,1.18,11,1.86,5,592,4,7,38.89,2,11.11,9,50.0,18,32.89,6,0,0,0,0,0,0,0,0
648,19986.0,75,2,1,35,1,0,1,74,3,18.75,6,37.5,5,31.25,0,0.0,2,12.5,6,16,1,0,0.0,0,0.0,3,100.0,3,5.33,7,0,0,0,0,0,0,0,0
649,58330.0,74,2,4,45,0,1,1,87,445,48.74,53,5.81,213,23.33,104,11.39,98,10.73,151,913,1,6,26.09,4,17.39,13,56.52,23,39.7,4,0,0,0,0,0,0,0,0
650,25965.0,89,0,1,40,0,0,0,29,2,3.17,2,3.17,11,17.46,41,65.08,7,11.11,11,63,1,2,40.0,0,0.0,3,60.0,5,12.6,8,0,0,0,0,0,0,0,0
651,14661.0,85,3,0,64,0,0,0,88,4,16.67,1,4.17,11,45.83,6,25.0,2,8.33,2,24,1,1,25.0,0,0.0,3,75.0,4,6.0,6,0,0,0,0,0,0,0,0
652,18690.0,86,2,1,61,0,0,0,77,6,14.63,1,2.44,7,17.07,23,56.1,4,9.76,19,41,1,1,25.0,1,25.0,2,50.0,4,10.25,8,0,0,0,0,0,0,0,0
653,45068.0,81,4,0,46,0,1,1,25,14,82.35,0,0.0,3,17.65,0,0.0,0,0.0,3,17,1,1,33.33,0,0.0,2,66.67,3,5.67,7,0,0,0,0,0,0,0,0
654,21063.0,77,0,3,33,1,0,1,34,1,2.27,10,22.73,11,25.0,19,43.18,3,6.82,15,44,2,2,40.0,0,0.0,3,60.0,5,8.8,6,0,0,0,0,0,0,0,0
655,29187.0,81,4,1,52,1,0,1,43,26,81.25,0,0.0,6,18.75,0,0.0,0,0.0,2,32,1,1,25.0,0,0.0,3,75.0,4,8.0,8,0,0,0,0,0,0,0,0
656,54690.0,75,1,1,49,1,1,2,76,111,61.67,16,8.89,37,20.56,7,3.89,9,5.0,18,180,3,3,33.33,1,11.11,5,55.56,9,20.0,3,0,0,0,0,0,0,0,0
657,59304.0,79,4,1,56,0,1,1,81,418,40.27,61,5.88,428,41.23,80,7.71,51,4.91,10,1038,3,7,28.0,8,32.0,10,40.0,25,41.52,5,0,0,0,0,0,0,0,0
658,59247.0,75,3,3,58,0,2,2,87,327,66.6,9,1.83,122,24.85,19,3.87,14,2.85,83,491,5,5,31.25,2,12.5,9,56.25,16,30.69,6,0,0,0,0,0,0,0,0
659,66731.0,89,2,4,50,0,1,1,33,371,41.78,159,17.91,194,21.85,58,6.53,106,11.94,141,888,4,4,30.77,3,23.08,6,46.15,13,68.31,3,0,0,0,0,0,0,0,0
660,77353.0,74,2,1,40,0,1,1,38,275,45.01,59,9.66,107,17.51,69,11.29,101,16.53,59,611,2,6,33.33,4,22.22,8,44.44,18,33.94,4,0,0,0,0,0,0,0,0
661,52614.0,86,4,3,45,0,1,1,63,789,82.88,0,0.0,142,14.92,12,1.26,9,0.95,38,952,2,2,14.29,4,28.57,8,57.14,14,68.0,8,0,0,0,0,0,0,0,0
662,26751.0,69,2,1,46,2,0,2,26,1,10.0,1,10.0,5,50.0,0,0.0,3,30.0,1,10,1,1,33.33,0,0.0,2,66.67,3,3.33,8,0,0,0,0,0,0,0,0
663,81300.0,88,4,1,57,0,1,1,17,1004,83.32,12,1.0,145,12.03,32,2.66,12,1.0,36,1205,3,10,55.56,3,16.67,5,27.78,18,66.94,5,0,1,0,0,0,0,1,1
664,70337.0,73,2,3,41,0,0,0,75,187,38.56,81,16.7,149,30.72,25,5.15,43,8.87,91,485,1,2,12.5,2,12.5,12,75.0,16,30.31,1,0,0,0,0,0,0,0,0
665,36145.0,80,1,1,35,1,0,1,13,56,36.36,4,2.6,76,49.35,17,11.04,1,0.65,18,154,4,4,50.0,1,12.5,3,37.5,8,19.25,9,0,0,0,1,0,0,1,1
666,65295.0,74,4,3,40,0,0,0,19,365,55.47,32,4.86,117,17.78,34,5.17,110,16.72,6,658,1,3,15.79,3,15.79,13,68.42,19,34.63,2,0,0,0,0,0,0,0,0
667,68118.0,76,2,2,57,0,1,1,51,595,76.87,23,2.97,123,15.89,10,1.29,23,2.97,154,774,2,8,38.1,9,42.86,4,19.05,21,36.86,6,0,0,0,0,0,0,0,0
668,68743.0,90,2,2,53,0,0,0,81,1132,57.78,134,6.84,384,19.6,175,8.93,134,6.84,115,1959,1,11,37.93,5,17.24,13,44.83,29,67.55,7,0,0,0,0,0,0,0,0
669,41039.0,79,1,0,38,0,0,0,32,34,8.06,11,2.61,137,32.46,179,42.42,61,14.45,45,422,1,8,57.14,1,7.14,5,35.71,14,30.14,8,0,0,0,0,0,0,0,0
670,38946.0,76,2,0,65,0,1,1,84,116,53.7,6,2.78,82,37.96,6,2.78,6,2.78,41,216,2,3,30.0,1,10.0,6,60.0,10,21.6,5,0,0,0,0,0,0,0,0
671,65777.0,74,2,0,53,0,0,0,87,565,51.74,32,2.93,435,39.84,28,2.56,32,2.93,54,1092,1,2,12.5,8,50.0,6,37.5,16,68.25,1,0,0,0,0,0,0,0,0
672,66476.0,83,4,2,44,0,1,1,99,372,60.88,18,2.95,126,20.62,47,7.69,48,7.86,78,611,2,5,27.78,2,11.11,11,61.11,18,33.94,4,0,0,0,0,0,0,0,0
673,86857.0,89,4,3,48,0,0,0,96,899,43.35,102,4.92,838,40.41,133,6.41,102,4.92,40,2074,1,5,23.81,6,28.57,10,47.62,21,98.76,2,0,0,0,0,0,0,0,1
674,160803.0,90,4,1,38,0,0,0,21,55,3.21,16,0.93,1622,94.69,17,0.99,3,0.18,4,1713,15,0,0.0,28,96.55,1,3.45,29,59.07,0,0,0,0,0,0,0,0,0
675,77845.0,69,4,0,31,0,0,0,40,760,57.58,40,3.03,480,36.36,0,0.0,40,3.03,26,1320,1,3,15.0,5,25.0,12,60.0,20,66.0,1,0,1,0,0,0,1,2,0
676,69476.0,77,4,0,51,0,0,0,3,260,26.61,86,8.8,559,57.22,63,6.45,9,0.92,67,977,1,4,28.57,6,42.86,4,28.57,14,69.79,2,0,0,0,0,0,0,0,0
677,50611.0,88,4,2,60,0,1,1,98,459,93.87,0,0.0,24,4.91,6,1.23,0,0.0,4,489,6,4,25.0,5,31.25,7,43.75,16,30.56,6,0,0,0,0,1,0,1,1
678,61209.0,78,2,3,50,0,0,0,73,466,54.31,0,0.0,224,26.11,119,13.87,49,5.71,99,858,1,5,41.67,3,25.0,4,33.33,12,71.5,2,0,0,0,0,0,0,0,0
679,42315.0,79,3,0,62,0,1,1,90,67,35.26,15,7.89,80,42.11,17,8.95,11,5.79,80,190,3,1,11.11,4,44.44,4,44.44,9,21.11,3,0,0,0,0,0,0,0,0
680,13084.0,75,0,0,68,0,0,0,29,2,10.53,0,0.0,7,36.84,3,15.79,7,36.84,10,19,1,1,25.0,0,0.0,3,75.0,4,4.75,6,0,0,0,0,0,0,0,0
681,47570.0,81,3,4,71,1,1,2,3,67,74.44,1,1.11,20,22.22,0,0.0,2,2.22,31,90,3,2,33.33,2,33.33,2,33.33,6,15.0,7,0,0,0,0,0,0,0,1
682,61923.0,79,3,1,59,0,2,2,94,92,76.67,4,3.33,18,15.0,3,2.5,3,2.5,6,120,1,2,28.57,1,14.29,4,57.14,7,17.14,3,0,0,0,0,0,0,0,0
683,34824.0,71,2,3,25,0,0,0,65,4,21.05,2,10.53,11,57.89,2,10.53,0,0.0,4,19,1,1,33.33,0,0.0,2,66.67,3,6.33,6,0,0,0,0,0,0,0,0
684,26518.0,82,4,3,71,1,1,2,33,20,36.36,1,1.82,28,50.91,3,5.45,3,5.45,2,55,3,2,40.0,0,0.0,3,60.0,5,11.0,8,0,0,0,0,0,0,0,1
685,45938.0,75,2,3,59,0,0,0,46,273,44.98,11,1.81,178,29.32,62,10.21,83,13.67,29,607,2,8,44.44,4,22.22,6,33.33,18,33.72,6,0,0,0,0,0,0,0,0
686,78468.0,70,2,0,60,0,0,0,29,434,44.74,22,2.27,388,40.0,104,10.72,22,2.27,34,970,1,10,37.04,7,25.93,10,37.04,27,35.93,4,0,1,0,0,0,0,1,0
687,78901.0,77,2,2,47,0,1,1,99,321,45.86,11,1.57,309,44.14,33,4.71,26,3.71,34,700,3,9,52.94,3,17.65,5,29.41,17,41.18,4,0,0,0,0,0,0,0,0
688,71427.0,71,2,1,42,2,0,2,26,212,35.87,123,20.81,177,29.95,15,2.54,64,10.83,23,591,2,8,44.44,2,11.11,8,44.44,18,32.83,4,0,0,0,0,0,0,0,0
689,71022.0,72,2,2,42,0,1,1,30,909,75.06,12,0.99,278,22.96,0,0.0,12,0.99,242,1211,3,5,27.78,2,11.11,11,61.11,18,67.28,8,0,0,0,1,0,0,1,0
690,90247.0,70,3,3,32,0,0,0,27,1184,73.77,32,1.99,352,21.93,21,1.31,16,1.0,16,1605,1,3,21.43,4,28.57,7,50.0,14,114.64,1,0,1,0,0,1,1,3,1
691,41335.0,74,3,2,52,1,0,1,24,112,61.54,19,10.44,21,11.54,16,8.79,14,7.69,5,182,3,4,44.44,1,11.11,4,44.44,9,20.22,7,0,0,0,0,0,0,0,0
692,71952.0,85,2,1,34,1,0,1,93,656,48.59,80,5.93,455,33.7,52,3.85,107,7.93,93,1350,2,8,40.0,4,20.0,8,40.0,20,67.5,4,0,0,0,1,0,1,2,0
693,35682.0,68,4,2,50,1,0,1,34,23,58.97,0,0.0,8,20.51,6,15.38,2,5.13,18,39,1,1,20.0,1,20.0,3,60.0,5,7.8,2,0,0,0,0,0,0,0,0
694,43185.0,82,2,2,69,0,1,1,88,537,88.47,6,0.99,42,6.92,16,2.64,6,0.99,30,607,2,9,50.0,3,16.67,6,33.33,18,33.72,8,0,0,0,0,0,0,0,0
695,66375.0,75,4,0,72,0,1,1,96,712,94.06,0,0.0,45,5.94,0,0.0,0,0.0,191,757,3,2,18.18,4,36.36,5,45.45,11,68.82,7,0,0,0,1,0,0,1,0
696,35178.0,85,3,1,49,1,0,1,10,23,56.1,1,2.44,13,31.71,2,4.88,2,4.88,18,41,1,1,25.0,1,25.0,2,50.0,4,10.25,7,0,0,0,1,0,0,1,1
697,25252.0,79,2,1,34,1,0,1,26,1,8.33,3,25.0,4,33.33,2,16.67,2,16.67,6,12,1,1,33.33,0,0.0,2,66.67,3,4.0,8,0,0,0,0,0,0,0,0
698,55250.0,88,3,3,55,0,1,1,49,664,79.33,58,6.93,83,9.92,32,3.82,0,0.0,66,837,4,7,31.82,5,22.73,10,45.45,22,38.05,5,0,0,0,0,0,0,0,0
699,33249.0,84,2,3,45,1,0,1,11,6,8.57,10,14.29,21,30.0,19,27.14,14,20.0,42,70,2,2,33.33,1,16.67,3,50.0,6,11.67,6,0,0,0,0,0,0,0,0
700,58398.0,81,2,0,67,0,0,0,44,299,54.66,5,0.91,201,36.75,21,3.84,21,3.84,49,547,3,5,29.41,4,23.53,8,47.06,17,32.18,4,0,0,0,0,0,0,0,0
701,50272.0,78,2,0,38,1,0,1,75,99,43.23,13,5.68,66,28.82,43,18.78,8,3.49,4,229,3,4,40.0,1,10.0,5,50.0,10,22.9,7,0,0,0,0,0,0,0,0
702,76618.0,86,4,1,45,0,0,0,64,749,54.91,40,2.93,294,21.55,121,8.87,160,11.73,147,1364,1,3,30.0,2,20.0,5,50.0,10,136.4,1,0,0,0,0,0,0,0,0
703,87305.0,89,1,2,60,0,0,0,19,345,32.18,25,2.33,501,46.74,63,5.88,138,12.87,80,1072,1,5,31.25,3,18.75,8,50.0,16,67.0,2,0,0,0,0,0,1,1,1
704,25851.0,84,2,0,42,1,0,1,45,9,20.93,4,9.3,18,41.86,7,16.28,5,11.63,5,43,2,2,40.0,0,0.0,3,60.0,5,8.6,7,0,0,0,0,0,0,0,0
705,58710.0,83,2,2,50,0,1,1,77,440,43.52,81,8.01,368,36.4,0,0.0,122,12.07,174,1011,6,11,44.0,5,20.0,9,36.0,25,40.44,6,0,0,0,0,0,0,0,0
706,45160.0,71,2,3,62,1,1,2,9,8,44.44,2,11.11,5,27.78,3,16.67,0,0.0,3,18,1,1,33.33,0,0.0,2,66.67,3,6.0,7,0,0,0,0,0,0,0,0
707,74806.0,86,3,1,55,0,1,1,1,670,70.08,9,0.94,249,26.05,0,0.0,28,2.93,9,956,2,5,35.71,4,28.57,5,35.71,14,68.29,4,0,0,0,0,0,0,0,0
708,59111.0,81,2,1,66,0,0,0,90,524,73.39,0,0.0,134,18.77,28,3.92,28,3.92,155,714,1,11,55.0,1,5.0,8,40.0,20,35.7,7,0,0,0,0,0,0,0,0
709,18988.0,69,4,1,36,1,0,1,43,6,40.0,0,0.0,6,40.0,2,13.33,1,6.67,1,15,2,1,25.0,0,0.0,3,75.0,4,3.75,7,0,0,0,0,0,0,0,0
710,72190.0,84,2,1,55,0,0,0,79,597,35.16,166,9.78,597,35.16,172,10.13,166,9.78,249,1698,1,5,33.33,6,40.0,4,26.67,15,113.2,3,0,0,0,0,0,0,0,0
711,7500.0,90,2,1,44,1,0,1,19,7,17.95,0,0.0,12,30.77,13,33.33,7,17.95,32,39,5,4,57.14,1,14.29,2,28.57,7,5.57,9,0,0,0,1,0,0,1,1
712,44794.0,68,2,1,54,0,1,1,99,54,88.52,0,0.0,7,11.48,0,0.0,0,0.0,4,61,1,2,40.0,0,0.0,3,60.0,5,12.2,6,0,0,0,0,0,0,0,0
713,80395.0,75,2,1,65,0,0,0,62,445,33.41,25,1.88,706,53.0,80,6.01,76,5.71,48,1332,1,6,26.09,5,21.74,12,52.17,23,57.91,2,0,1,0,0,0,0,1,0
714,75012.0,73,3,2,44,0,0,0,41,294,33.56,142,16.21,218,24.89,164,18.72,58,6.62,151,876,1,3,13.64,8,36.36,11,50.0,22,39.82,1,0,0,0,0,0,0,0,0
715,56962.0,76,3,1,55,2,1,3,60,292,75.84,3,0.78,77,20.0,10,2.6,3,0.78,26,385,7,6,42.86,3,21.43,5,35.71,14,27.5,7,0,0,0,0,0,0,0,0
716,89891.0,82,2,0,29,0,0,0,17,412,63.09,22,3.37,132,20.21,59,9.04,28,4.29,183,653,1,11,44.0,6,24.0,8,32.0,25,26.12,4,0,0,0,0,0,1,1,0
717,35946.0,77,4,2,71,1,1,2,24,8,72.73,0,0.0,3,27.27,0,0.0,0,0.0,0,11,1,0,0.0,0,0.0,3,100.0,3,3.67,5,0,0,0,0,0,0,0,0
718,53593.0,90,4,0,67,1,1,2,60,349,79.86,4,0.92,78,17.85,6,1.37,0,0.0,43,437,8,7,46.67,2,13.33,6,40.0,15,29.13,8,0,0,0,0,0,0,0,0
719,66373.0,80,2,1,42,1,1,2,57,328,66.0,9,1.81,124,24.95,12,2.41,24,4.83,109,497,7,4,25.0,2,12.5,10,62.5,16,31.06,3,0,0,0,0,0,0,0,0
720,45072.0,76,4,2,72,1,2,3,74,144,56.69,2,0.79,99,38.98,7,2.76,2,0.79,30,254,5,6,54.55,1,9.09,4,36.36,11,23.09,8,0,0,0,0,0,0,0,0
721,89694.0,76,2,2,47,1,1,2,22,1126,78.74,28,1.96,211,14.76,37,2.59,28,1.96,42,1430,3,4,36.36,3,27.27,4,36.36,11,130.0,5,0,1,0,0,1,1,3,0
722,72025.0,70,2,1,71,0,0,0,46,967,57.66,0,0.0,617,36.79,43,2.56,50,2.98,0,1677,1,4,16.0,8,32.0,13,52.0,25,67.08,2,0,1,0,0,1,1,3,1
723,67432.0,83,2,1,47,0,1,1,69,432,37.08,79,6.78,341,29.27,177,15.19,136,11.67,170,1165,2,8,47.06,5,29.41,4,23.53,17,68.53,4,0,0,0,0,0,0,0,0
724,70545.0,68,3,0,68,0,1,1,29,138,44.09,39,12.46,63,20.13,55,17.57,18,5.75,21,313,1,4,33.33,1,8.33,7,58.33,12,26.08,2,0,0,0,0,0,0,0,0
725,17487.0,83,0,1,31,1,0,1,37,0,0.0,0,0.0,1,8.33,7,58.33,4,33.33,6,12,1,1,33.33,0,0.0,2,66.67,3,4.0,7,0,0,0,0,0,0,0,0
726,62882.0,90,2,0,51,0,1,1,26,509,41.02,133,10.72,497,40.05,78,6.29,24,1.93,97,1241,2,7,38.89,5,27.78,6,33.33,18,68.94,4,0,0,0,0,0,0,0,0
727,64108.0,83,4,3,67,0,1,1,8,948,87.94,10,0.93,86,7.98,13,1.21,21,1.95,21,1078,4,6,23.08,9,34.62,11,42.31,26,41.46,5,0,0,0,0,0,0,0,0
728,34941.0,83,3,0,64,1,1,2,26,39,53.42,2,2.74,25,34.25,4,5.48,3,4.11,24,73,2,3,50.0,0,0.0,3,50.0,6,12.17,8,0,0,0,0,0,0,0,0
729,48767.0,73,4,3,70,1,2,3,79,28,52.83,1,1.89,21,39.62,3,5.66,0,0.0,10,53,3,2,33.33,1,16.67,3,50.0,6,8.83,5,0,0,0,0,0,0,0,0
730,38702.0,78,1,0,42,1,0,1,71,13,18.84,11,15.94,24,34.78,13,18.84,8,11.59,40,69,2,3,42.86,0,0.0,4,57.14,7,9.86,6,0,0,0,0,0,0,0,0
731,82224.0,73,2,1,56,0,0,0,83,307,35.61,26,3.02,360,41.76,138,16.01,31,3.6,40,862,1,6,30.0,9,45.0,5,25.0,20,43.1,3,0,1,0,0,0,0,1,0
732,83844.0,81,2,0,68,0,0,0,57,901,65.15,31,2.24,345,24.95,75,5.42,31,2.24,191,1383,1,4,21.05,4,21.05,11,57.89,19,72.79,1,0,0,0,0,0,1,1,0
733,17003.0,74,1,1,45,1,0,1,37,2,6.45,5,16.13,12,38.71,4,12.9,8,25.81,7,31,3,2,33.33,0,0.0,4,66.67,6,5.17,5,0,0,0,0,0,0,0,0
734,71163.0,71,2,3,25,0,0,0,30,283,30.9,17,1.86,372,40.61,138,15.07,106,11.57,44,916,1,3,13.04,8,34.78,12,52.17,23,39.83,1,0,0,0,0,0,0,0,0
735,33697.0,77,2,3,50,1,0,1,34,4,23.53,3,17.65,7,41.18,0,0.0,3,17.65,11,17,1,1,33.33,0,0.0,2,66.67,3,5.67,7,0,0,0,1,0,0,1,0
736,63564.0,73,1,1,66,0,0,0,0,769,66.87,80,6.96,252,21.91,15,1.3,34,2.96,65,1150,1,10,37.04,10,37.04,7,25.93,27,42.59,6,0,0,0,1,0,0,1,1
737,83443.0,74,4,0,48,0,0,0,89,518,36.66,42,2.97,742,52.51,55,3.89,56,3.96,84,1413,1,6,28.57,10,47.62,5,23.81,21,67.29,2,0,0,0,0,0,0,0,0
738,51518.0,76,4,0,62,0,1,1,92,350,78.65,8,1.8,66,14.83,17,3.82,4,0.9,4,445,2,3,20.0,2,13.33,10,66.67,15,29.67,3,0,0,0,0,0,0,0,0
739,58330.0,74,2,4,45,0,1,1,87,445,48.74,53,5.81,213,23.33,104,11.39,98,10.73,151,913,1,6,26.09,4,17.39,13,56.52,23,39.7,4,0,0,0,0,0,0,0,0
